desc,url
"In 1965, Rev. James Reeb was murdered in Selma, Alabama. Three men were tried and acquitted, but no one was ever held to account. Fifty years later, two journalists from Alabama return to the city where it happened, expose the lies that kept the murder from being solved and uncover a story about guilt and memory that says as much about America today as it does about the past.",https://chartable.com/podcasts/white-lies
"
      This is what the news should sound like. The biggest stories of our time, told by the best journalists in the world. Hosted by Michael Barbaro. Twenty minutes a day, five days a week, ready by 6 a.m.
    ",https://chartable.com/podcasts/the-daily
"Will Ferrell reprises his role as Ron Burgundy in his brand new Ron Burgundy Podcast! Each episode has a different theme in which Ron engages in conversation with another notable person on the topic at hand. In true Ron Burgundy fashion, these conversations have a tendency to go off the rails, and we find out things about people we never knew we wanted to know.

In Season 1, Ron addresses important issues like bullying and the mind-expanding nature of meditation, and attempts to ultimately answer the question “seriously, what is a podcast?” ",https://chartable.com/podcasts/the-ron-burgundy-podcast
"In Feb 2018, an aspiring actress vanished from her Hollywood apartment. Rolling Stone journalist Neil Strauss was asked to help the family get answers. Together, they found them...sometimes at great personal risk. For the first time in a serial podcast, go inside a gripping multi-state investigation as it unfolds from the moment of the disappearance to each twist and turn in the case. Stay not only more informed than the news, but listen as the official story is dismantled with in-the-moment first-hand reporting with the leading figures in the investigation. The new #1 podcast from the team...",https://chartable.com/podcasts/to-live-and-die-in-la
"
      Lifelong fans of true crime stories Karen Kilgariff and Georgia Hardstark tell each other their favorite tales of murder and hear hometown crime stories from friends and fans. 
    ",https://chartable.com/podcasts/my-favorite-murder-with-karen-kilgariff-and-georgia-hardstark
"Follow along vlogger Alexandra Cooper and best friend Sofia Franklyn as the duo dives into the explicit details of their life in NYC. In their 20s, the two exploit the f*ck out of their lives, making you feel a hell of a lot better about yours. Relationships, sex, the NY social scene, embarrassing moments, and more are all addressed here on CALL HER DADDY.",https://chartable.com/podcasts/call-her-daddy
"Hi, I’m Dax Shepard, and I love talking to people. I am endlessly fascinated by the messiness of being human, and I find people who are vulnerable and honest about their struggles and shortcomings to be incredibly sexy. I invite you to join me as I explore other people’s stories. We will celebrate, above all, the challenges and setbacks that ultimately lead to growth and betterment. What qualifies me for such an endeavor? More than a decade of sobriety, a degree in Anthropology and four years of improv training. I will attempt to discover human “truths” without any laboratory work, clinical...",https://chartable.com/podcasts/armchair-expert-with-dax-shepard
"
      We’re at our most vulnerable when we go to our doctors. We trust the person at the other end of that scalpel. We trust the hospital. We trust the system.Christopher Duntsch was a neurosurgeon who radiated confidence. He claimed he was the best in Dallas. If you had back pain, and had tried everything else, Dr. Duntsch could give you the spine surgery that would take your pain away.But soon his patients started to experience complications, and the system failed to protect them. Which begs the question: who - or what - is that system meant to...",https://chartable.com/podcasts/dr-death
"Serial is a podcast from the creators of This American Life, hosted by Sarah Koenig. Serial unfolds one story - a true story - over the course of a whole season. The show follows the plot and characters wherever they lead, through many surprising twists and turns. Sarah won't know what happens at the end of the story until she gets there, not long before you get there with her. Each week she'll bring you the latest chapter, so it's important to listen in, starting with Episode 1. New episodes are released on Thursday mornings.",https://chartable.com/podcasts/serial
"Lore is a bi-weekly podcast (as well as a TV show and book series) about dark historical tales. Each episode explores the mysterious creatures, tragic events, and unusual places that fill the pages of history.

Because sometimes the truth is more frightening than fiction.",https://chartable.com/podcasts/lore
"Nice Try! explores the hidden stories behind how we design the world we live in, and what we can learn when those designs fail. Season one, Utopian, follows Avery Trufelman on her quest to understand the perpetual search for the perfect place, the ways that search can go spectacularly wrong, and what comes after. Thursdays starting May 30th, from Curbed and the Vox Media Podcast Network.",https://chartable.com/podcasts/nice-try
"New episodes post every Wednesday. When Elizabeth Short, also known as The Black Dahlia, was brutally killed in 1947, it gripped the entire country. More than 70 years later, it remains America's most infamous unsolved murder. Many believe Dr. George Hodel was the killer, thanks to an investigation by Hodel's own son. But murder is just part of the Hodel family story, one filled with horrifying secrets that ripple across generations.  Now, through never-before-heard archival audio and first-time interviews, the Hodel family opens up to reveal their shocking story.  In this eight-part...",https://chartable.com/podcasts/root-of-evil-the-true-story-of-the-hodel-family-and-the-black-dahlia
"
      Ringer Dish is the place for all things celebrity. From major celebrity moments like the Met Gala and the Oscars, to the weird habits of the stars you love, to refreshers on the biggest tabloid stories from the last twenty years, Ringer Dish has all the vital details. On Mondays, join a rotating cast of Ringer staffers for deep dives on famous families like the Richies or to learn more about your favorite internet boyfriend (looking at you, Zac Efron). On Wednesdays, catch ‘Jam Session’ with Juliet Litman and Amanda Dobbins for royal family rumors, celebrity real estate, and...",https://chartable.com/podcasts/ringer-dish
"
      Head of TED Chris Anderson speaks with some of the world’s most interesting people to dig into the provocative and powerful ideas of our time.
    ",https://chartable.com/podcasts/the-ted-interview
"
      Bill Nye is on a mission to change the world— one phone call at a time. He’ll tackle your curliest questions on just about anything in the universe. Give him a call! Perhaps you’ve wondered: Should I stop eating cheeseburgers to combat climate change? How often should I really be washing my pillowcase? Can I harvest energy from all those static-electricity shocks I get in the winter? With a little help from his co-host Corey S. Powell, field experts, and special celebrity guests, Bill will answer those questions and convince you that science rules!
    ",https://chartable.com/podcasts/science-rules-with-bill-nye
"NPR's Up First is the news you need to start your day. The biggest stories and ideas — from politics to pop culture — in 10 minutes. Hosted by Rachel Martin, David Greene and Steve Inskeep, with reporting and analysis from NPR News. Available weekdays by 6 a.m. ET. Subscribe and listen, then support your local NPR station at donate.npr.org.",https://chartable.com/podcasts/up-first
"Join hosts Michelle Buteau and Jordan Carlos as they navigate the rough waters of adulthood with the help of hilarious adult guests like Phoebe Robinson, Jim Gaffigan and Danielle Brooks. Taxes? Ew! Asking for a raise? Yuck! Killing a mouse? No thanks. Plus: answers to all your adulting questions.

Adulting is produced by WNYC Studios, home to great podcasts like Radiolab, Death, Sex & Money, Nancy and Here's the Thing with Alec Baldwin.",https://chartable.com/podcasts/adulting-1463400941
"Most people have no idea what's hiding behind their favorite things. We dig deep into everything from charities to the Founding Fathers to the Bible, and turn up disturbing stories and salacious details. From the Space Race to the Wizard of Oz, there might just be a dark side to everything. The Dark Side Of​ is a production of Cutler Media and part of the Parcast Network.",https://chartable.com/podcasts/the-dark-side-of
"
      From the creators of Inside Psycho, Inside the Exorcist, and Inside Jaws, comes a new immersive audio biopic about the making of the original 1977 Star Wars. It was a movie made on a shoestring and dumped into a handful of movie theaters. And then it changed the world. This is the story of George Lucas and his dream. We take you inside the stories of the people who struggled to make the original classic and the people who did their very best to stop it dead. Now playing in all galaxies.
    ",https://chartable.com/podcasts/inside-star-wars
"It’s as much an exploration as it is a celebration of dumb people doing dumb things (often in Florida). With Daniel Van Kirk, Randy Sklar, and Jason Sklar.
www.patreon.com/dumbpeopletown",https://chartable.com/podcasts/dumb-people-town
"This American Life is a weekly public radio show, heard by 2.2 million people on more than 500 stations. Another 2.5 million people download the weekly podcast. It is hosted by Ira Glass, produced in collaboration with Chicago Public Media, delivered to stations by PRX The Public Radio Exchange, and has won all of the major broadcasting awards.",https://chartable.com/podcasts/this-american-life
"Get motivated and stay on track with your goals by listening to The Dave Ramsey Show, the fourth most downloaded podcast of 2017. In each show, Dave answers questions from listeners on subjects like debt, investing, retirement, insurance, and marriage. A best-selling author, Dave has sold over 10 million books. For more information, visit www.daveramsey.com",https://chartable.com/podcasts/the-dave-ramsey-show
"True stories for English speakers learning Spanish. From the makers of Duolingo, the most popular language-learning app, comes a new podcast that delivers fascinating real-life stories  in easy-to-understand Spanish with English narration. These are not language lessons; they’re life lessons through language. Hosted by Martina Castro, co-founder of NPR’s Radio Ambulante.",https://chartable.com/podcasts/duolingo-spanish-podcast
"Do you really want to fulfill your own true potential? Learn how to build a real business with Andy Frisella on The MFCEO Project.  Andy is an entrepreneur, CEO, author, and public speaker.  He's built a $100+ million empire from nothing; and on the MFCEO Project he's going to show you how to do that, too.  His podcast covers entrepreneur basics like money, marketing, and management.  But Andy also takes your business to the next level with goal setting, productivity, the success mindset and more.  Learn what it takes to truly live the ""100-0...",https://chartable.com/podcasts/the-mfceo-project
"
      LOVE, SEX, MARRIAGE and everything in between!Each week Khadeen and Devale Ellis spread love the Brooklyn way. Listen in as they reveal personal truths, share opinions and inspire us to level up in our own lives by giving some advice — but no matter what you hear they will always keep it 100. DEAD ASS!
    ",https://chartable.com/podcasts/dead-ass-with-devale-and-khadeen-ellis
"Money. Romance. Tragedy. Deception. The story of Elizabeth Holmes and Theranos is an unbelievable tale of ambition and fame gone terribly wrong. How did the world's youngest self-made female billionaire lose it all in the blink of an eye? How did the woman once heralded as ""the next Steve Jobs"" find herself facing criminal charges -- to which she pleaded not guilty -- and up to 20 years in jail? How did her technology, meant to revolutionize healthcare, potentially put millions of patients at risk? And how did so many smart people get it so wrong along the way? ABC News chief business,...",https://chartable.com/podcasts/the-dropout
"Guy Raz dives into the stories behind some of the world's best known companies. How I Built This weaves a narrative journey about innovators, entrepreneurs and idealists—and the movements they built.",https://chartable.com/podcasts/how-i-built-this-with-guy-raz
"
      Awaken, discover and connect to the deeper meaning of the world around you with SuperSoul. Hear Oprah’s personal selection of her interviews with thought-leaders, best-selling authors, spiritual luminaries, as well as health and wellness experts. All designed to light you up, guide you through life’s big questions and help bring you one step closer to your best self.
    ",https://chartable.com/podcasts/oprahs-supersoul-conversations
Comedians Cody Ko and Noel Miller make you laugh hopefully. Bonus eps on Patreon.,https://chartable.com/podcasts/the-tiny-meat-gang-podcast
"If you've ever wanted to know about champagne, satanism, the Stonewall Uprising, chaos theory, LSD, El Nino, true crime and Rosa Parks then look no further. Josh and Chuck have you covered.",https://chartable.com/podcasts/stuff-you-should-know
"
      Debra Newell is a successful interior designer. She meets John Meehan, a handsome man who seems to check all the boxes: attentive, available, just back from a year in Iraq with Doctors Without Borders. But her family doesn’t like John, and they get entangled in an increasingly complex web of love, deception, forgiveness, denial, and ultimately, survival. Reported and hosted by Christopher Goffard from the L.A. Times.
    ",https://chartable.com/podcasts/dirty-john
"Want TED Talks on the go? Every weekday, this feed brings you our latest talks in audio format. Hear thought-provoking ideas on every subject imaginable -- from Artificial Intelligence to Zoology, and everything in between -- given by the world's leading thinkers and doers. This collection of talks, given at TED and TEDx conferences around the globe, is also available in video format.",https://chartable.com/podcasts/ted-talks-daily
"My name is Jay Shetty, and my purpose is to make wisdom go viral. I’m fortunate to have fascinating conversations with the most insightful people in the world, and on my podcast, I’m sharing those conversation with you. New episodes Mondays and Fridays. Listen anywhere you get your podcasts, and please rate and review the podcast if you enjoy it. Live life today ON PURPOSE.",https://chartable.com/podcasts/on-purpose-with-jay-shetty
"
      Is it just me or is time flying by? How do we make the most out of our short time here on Earth? That’s what we’re here to find out. I’m Justin Long and I’ve been an actor for most of my life, so I’m used to getting inside the heads of the characters I play. But now that I’m getting older (I’m 40 now, yikes), I want to peek inside the heads of real people to learn how they find meaning in life. I’m also very curious what their favorite snack food is, and what emoji they use most often — ya know, the REALLY important stuff. Every episode I’ll get personal with all kinds of people,...",https://chartable.com/podcasts/life-is-short-with-justin-long
"Tangible and tactical tools for your life and business. Hosted by New York Times Best-Selling Author Rachel Hollis, RISE is a series of bold conversations with fellow business powerhouses and personal development leaders that provides the listener with real-life valuable takeaways. ",https://chartable.com/podcasts/dais-podcast
"Shankar Vedantam uses science and storytelling to reveal the unconscious patterns that drive human behavior, shape our choices and direct our relationships.",https://chartable.com/podcasts/hidden-brain
"
      We all have limits. And some people who are pushed beyond those limits will do unspeakable things. In “Tally,” the first season of OVER MY DEAD BODY, Dan and Wendi are two good-looking attorneys whose wedding is featured in the New York Times. But when this “perfect” couple falls apart, it leads to a bad breakup, a worse divorce, and a murder case involving a menagerie of high-priced lawyers and unexpected co-conspirators. From Wondery, the team that brought you “Dirty John” and “Dr. Death,” “Tally” is a story that says as much about love and marriage as it does about justice,...",https://chartable.com/podcasts/over-my-dead-body
"Academy Award® winner Rami Malek stars in this apocalyptic thriller as a small-town radio DJ fighting to protect his family and community  after the power grid goes down nationwide, upending modern civilization.
 
BLACKOUT stars and is executive produced by Rami Malek and produced by QCode and Endeavor Audio.
 
BLACKOUT
Written and created by Scott Conroy.
Directed by Shawn Christensen.
 
BLACKOUT is presented by Sonos.

New Episodes Tuesdays.",https://chartable.com/podcasts/blackout-1447513097
"Join The WoMed where hosts D (Danielle Maltby @dmmaltby) and Dani (Danielle LeVeck @nurseabnormalities) chat all things Women in Medicine. 

These two nurse vets bring humor, reality, and a serious passion for what they do to discussions on self-care, mental health, emerging healthcare trends, education, and so much more. Nothing is off limits so come prepared to laugh, (maybe cry), and definitely listen in on meaningful conversations D & Dani have with some of the industry’s biggest experts and thought-leaders. This is a space to discuss, debate, and celebrate all things Women in Medicine....",https://chartable.com/podcasts/the-womed
"In today’s social media culture, it’s easy to look around and believe that everyone else has life figured out. But things aren’t always as they appear! Each week, fashion designer, NYT bestselling author and lifestyle expert, Lauren Conrad will host a variety of experts for candid conversations on everything from life, love, and business! Whether it’s the ideal seven-minute morning beauty regimen, how to snap that perfect IG-worthy flat lay or tips for tricking party guests into believing you’re a gourmet chef, Conrad’s guests will offer listeners tips for quickly navigating a...",https://chartable.com/podcasts/lauren-conrad-asking-for-a-friend
"Imagine if your Dad wrote a dirty book. Most people would try to ignore it and pretend it had never happened - but not Jamie Morton. Instead, he's decided to read it to the world in this award-winning comedy podcast. With the help of his friends, James Cooper and BBC Radio 1's Alice Levine, Jamie will be reading a chapter a week and discovering more about his father than he ever bargained for.",https://chartable.com/podcasts/my-dad-wrote-a-porno
"
      Design is everywhere in our lives, perhaps most importantly in the places where we've just stopped noticing. 99% Invisible is a weekly exploration of the process and power of design and architecture. From award winning producer Roman Mars. Learn more at 99percentinvisible.org.  

A proud member of Radiotopia, from PRX. Learn more at radiotopia.fm.
    ",https://chartable.com/podcasts/99-invisible
"
      The Sword and Scale true-crime podcast is an immersive audio experience covering the dark side of humanity and human nature. Our stories delve into the worst of the worst and include murder, rape, dismemberment and cannibalism. No crime is too brutal and no victim is too pure. The worst monsters are real.
    ",https://chartable.com/podcasts/sword-and-scale
"Coffee Convos is hosted by Kail Lowry of MTV's Teen Mom and Lindsie Chrisley of USA Network's Chrisley Knows Best. These two reality stars come from totally different worlds, but have become close through their shared experiences as mothers, reality stars, and women. They share who they really are and talk about the issues they face every day. They don't always agree, but they love to have lively discussions about motherhood, friendship, television, family, and life in the public eye. Coffee Convos will feature all the latest in their busy lives, recommendations for other moms, and rants...",https://chartable.com/podcasts/coffee-convos-with-kail-lowry-lindsie-chrisley
"Wayne Gretzky is joined by some of hockey’s greatest players, including Mark Messier, Luc Robitaille, Martin St. Louis and others to look back at their Stanley Cup championship runs. Each have a unique story to tell and memories to share about capturing the most iconic trophy in sports.",https://chartable.com/podcasts/the-great-one-on-1
"From Tenderfoot TV and HowStuffWorks, 'Monster: The Zodiac Killer' dives into one of the most notorious, unsolved serial killing sprees in history. Despite sketches, cyphers and taunting letters to the press, the question still remains: who is the Zodiac? While you're here, don't forget to listen to Season 1, 'Atlanta Monster', which tells the true story of one of Atlanta’s darkest secrets, almost 40 years later.",https://chartable.com/podcasts/atlanta-monster
Join Holly and Tracy as they bring you the greatest and strangest Stuff You Missed In History Class in this podcast by HowStuffWorks.,https://chartable.com/podcasts/stuff-you-missed-in-history-class
"Bill Burr rants about relationship advice, sports and the Illuminati.",https://chartable.com/podcasts/monday-morning-podcast
"Unseeable forces control human behavior and shape our ideas, beliefs, and assumptions. Invisibilia—Latin for invisible things—fuses narrative storytelling with science that will make you see your own life differently.",https://chartable.com/podcasts/invisibilia
"Join neuroscientist, philosopher, and best-selling author Sam Harris as he explores important and controversial questions about the human mind, society, and current events. 

Sam Harris is the author of The End of Faith, Letter to a Christian Nation, The Moral Landscape, Free Will, Lying, Waking Up, and Islam and the Future of Tolerance (with Maajid Nawaz). The End of Faith won the 2005 PEN Award for Nonfiction. His writing has been published in more than 20 languages. Mr. Harris and his work have been discussed in The New York Times, Time, Scientific American, Nature, Newsweek, Rolling...",https://chartable.com/podcasts/waking-up-with-sam-harris
Welcome to The Shvitz! Your new favorite sports podcast hosted by Boy With No Job and his boys. New episodes every Thursday at 3PM EST!,https://chartable.com/podcasts/the-shvitz
"Current and classic episodes of Dateline NBC, featuring compelling true-crime mysteries, powerful documentaries and in-depth investigations.",https://chartable.com/podcasts/dateline-nbc
"Reporter Madeleine Baran examines the case of Curtis Flowers, who has been tried six times for the same crime. For 21 years, Flowers has maintained his innocence. He's won appeal after appeal, but every time, the prosecutor just tries the case again. In the Dark is an investigative podcast from APM Reports. Season One focused on the abduction of Jacob Wetterling.",https://chartable.com/podcasts/in-the-dark-314933
"For Melissa Moore, 1995 was a nightmare. That’s the year the teenager learned her father, Keith Hunter Jesperson, was a serial killer. It’s also the year Melissa Moore’s doubt spiral began: When you look like your father, and you share his intelligence and charisma, how do you know you’re not a psychopath, too? Happy Face is the story of Keith Hunter Jesperson, his brutal crimes, and the cat and mouse game he played with detectives and the media. But it’s also the story of the horrific legacy he gifted his children. Join Melissa Moore as she investigates her father’s crimes, reckons with...",https://chartable.com/podcasts/happy-face
"Mat Best, Jarred Taylor, Vincent Vargas, and Ross Patterson get together every week to make sure you never drink alone... at least that's what their excuse is.",https://chartable.com/podcasts/drinkin-bros
"Unsolved Murders: True Crime Stories is a podcast drama with a modern twist on old time radio that delves into the mystery of true cold cases and unsolved murders. With the help of an ensemble cast, follow our hosts as they take you on an entertaining journey through the crime scene, the investigation and attempt to solve the case. With many surprising plot twists, it’s important you start listening from the first episode of a cold case. New episodes are released every Tuesday. Unsolved Murders: True Crime Stories is part of the Parcast Network and is a Cutler Media Production.",https://chartable.com/podcasts/unsolved-murders-true-crime-stories
"
      You spend a quarter of your life at work. You should enjoy it! Organizational psychologist Adam Grant takes you inside the minds of some of the world’s most unusual professionals to discover the keys to a better work life. From learning how to love your rivals to harnessing the power of frustration, one thing’s for sure: You’ll never see your job the same way again.
    ",https://chartable.com/podcasts/worklife-with-adam-grant
"
      Since its launch in 1997, The Moth has presented thousands of true stories, told live and without notes, to standing-room-only crowds worldwide. Moth storytellers stand alone, under a spotlight, with only a microphone and a roomful of strangers. The storyteller and the audience embark on a high-wire act of shared experience which is both terrifying and exhilarating. Since 2008, The Moth podcast has featured many of our favorite stories told live on Moth stages around the country. For information on all of our programs and live events, visit themoth.org.
    ",https://chartable.com/podcasts/the-moth
"Lyn and Chris Dawson appear to have the perfect marriage. He's a star footballer and popular high school teacher. She's a devoted wife and mother. They share a beautiful home above Sydney's northern beaches. But when Lyn goes missing, dark secrets are buried. This is no fairytale, but a sordid story of strangely close twin brothers, teenage student lovers, and probable murder. The Australian's Hedley Thomas digs deep into a cold case which has been unsolved for 36 years, uncovering startling new evidence.",https://chartable.com/podcasts/the-teachers-pet
"
      HBO and The Ringer's Bill Simmons hosts the most downloaded sports podcast of all time, with a rotating crew of celebrities, athletes, and media staples, as well as mainstays like Cousin Sal, Joe House, and a slew of other friends and family members who always happen to be suspiciously available.
    ",https://chartable.com/podcasts/the-bill-simmons-podcast
"Imagine you are friends with hundreds of real estate investors and entrepreneurs. Now imagine you can grab a beer with each of them and casually chat about failures, successes, motivations, and lessons learned. That’s what The BiggerPockets Podcast delivers.

Co-hosted by Brandon Turner and David Greene, this podcast provides actionable advice from investors and other real estate professionals every week. The show won’t tell you how to “get rich quick” or sell you a course, boot camp, or guru system; instead, the BiggerPockets Podcast will give you real strategies that work for real people....",https://chartable.com/podcasts/biggerpockets-podcast-real-estate-investing-and-wealth-building-to-help-you-get-bigger-pockets
"RISE Together is more than just a conversation about this relationship. Each episode is filled with tangible advice that will get you and your partner to be the best version of yourselves. Hosted by New York Times Bestselling Author and Hollis Co CCO Rachel Hollis and Hollis Co CEO Dave Hollis, ",https://chartable.com/podcasts/rise-together-1407481308
"Host David Ridgen joins victims' family members as they investigate cold cases, tracking down leads, speaking to suspects and searching for answers. S1: Adrien McNaughton. S2 Sheryl Sheppard. S3: Dee  ...",https://chartable.com/podcasts/someone-knows-something
"
      Dan Taberski and the team behind Missing Richard Simmons investigate COPS — the longest running reality show in TV history — and its cultural impact on policing in America. Our story begins with the footage of a routine arrest behind a church in Georgia...
    ",https://chartable.com/podcasts/running-from-cops-headlong-season-3
"Host Kelly McEvers takes a story from the news and goes deep. Whether that means digging into the Trump administration's past, the stories behind police shootings caught on video, or visiting a town ravaged by the opioid epidemic, Embedded takes you where the news is happening.",https://chartable.com/podcasts/embedded
"Comedian Chris D'Elia (Incorrigible, Man on Fire) goes on tangent after tangent every week about what's going on, alone in his house.",https://chartable.com/podcasts/congratulations-with-chris-delia
A new podcast from Brendan Schaub and Theo Von,https://chartable.com/podcasts/king-and-the-sting
"How did a man who claims he had 13 alibi witnesses get convicted of murder and serve 20 years in prison? In this original series from Dateline NBC, producer Dan Slepian chronicles the case of Richard Rosario, who was convicted of a 1996 murder in New York City. Rosario has always insisted that he is innocent, and that 13 alibi witnesses will swear he was a thousand miles away in Florida while the crime was happening in New York. Ride along in real time as Slepian spends two years digging deep into Rosario’s case in a quest for the truth.",https://chartable.com/podcasts/13-alibis
"Big Life Kids teaches children to stay resilient, believe in themselves, and face life's challenges with confidence. In each episode of Big Life Kids, Zara and Leo will travel the world to discover the living heroes that are making a difference in the world today.The podcast is produced by Big Life Journal biglifejournal.com.",https://chartable.com/podcasts/the-big-life-kids-podcast
"The NPR Politics Podcast is where NPR's political reporters talk to you like they talk to each other. With weekly roundups and quick takes on news of the day, you don't have to keep up with politics to know what's happening. You just have to keep up with us.",https://chartable.com/podcasts/npr-politics-podcast
"Marc Maron welcomes comedians, actors, directors, writers, authors, musicians and folks from all walks of life to his home for amazingly revealing conversations. Marc's probing, comprehensive interview style allows guests to express themselves in ways listeners have never heard.",https://chartable.com/podcasts/wtf-with-marc-maron-podcast
"
      Chris Morgan takes listeners around the world to Italy, Germany and his own  backyard of the Pacific Northwest to explore the beauty and wonder of the outdoors and its inhabitants. From beavers to wolves to grizzly bears we experience up close the resilient power of nature and our relationship with it.
    ",https://chartable.com/podcasts/the-wild
The most scuffed podcast on the internet.,https://chartable.com/podcasts/the-misfits-podcast
"
      From the makers of the award-winning podcast Criminal, This is Love investigates life’s most persistent mystery. Stories of sacrifice, obsession, and the ways in which we bet everything on each other.
    ",https://chartable.com/podcasts/this-is-love
"With secret labs and expert guests, Sleepwalkers explores the thrill of the AI revolution hands-on, to see how we can stay in control of our future.",https://chartable.com/podcasts/sleepwalkers-1449757372
"""'A podcast about the internet' that is actually an unfailingly original exploration of modern life and how to survive it."" - The Guardian. Hosted by PJ Vogt and Alex Goldman, from Gimlet.",https://chartable.com/podcasts/reply-all
"Crimetown Presents is an investigative anthology podcast series created by Marc Smerling and Zac Stuart-Pontier.  Every season they introduce you to a new serialized story that pushes the boundaries of storytelling, sound design and music.


Season Two, The Ballad of Billy Balls*: it’s 1982, and a man bursts into an East Village storefront apartment and shoots punk musician Billy Balls. Author and activist iO Tillett Wright and Crimetown Producer Austin Mitchell unravel a mystery of love and loss, the tender binds of family, and the stories we tell ourselves just to survive.  


Season One,...",https://chartable.com/podcasts/the-rfk-tapes
"The true crime / comedy podcast YOU NEED IN YOUR LIFE. We recap your favorite true crime documentaries with humor, sass, and a well timed garbage bell. Hear our take on ""Wild Wild Country,"" ""There's Something Wrong With Aunt Diane,"" ""Jesus Camp"" and many more. So many garbage people, so little time.",https://chartable.com/podcasts/true-crime-obsessed
Christina Pazsitzky and Tom Segura are comedians who are also married. They are the Mommies and they welcome you to join them. Dental updates! Dudes! Stories! Wiping!,https://chartable.com/podcasts/your-moms-house-with-christina-p-and-tom-segura
"“Why live an ordinary life, when you can live an extraordinary one?” Tony Robbins, the #1 Life and Business Strategist, has helped over 50 million people from 100 countries create real and lasting change in their lives. In this podcast, he shares proven strategies and tactics so you, too, can achieve massive results in your business, relationships, health and finances. In addition to excerpts from his signature events and other exclusive, never-before-released audio content, Tony and his team also conduct deeply insightful interviews with the most prominent masterminds and experts on the...",https://chartable.com/podcasts/the-tony-robbins-podcast
